PC1,PC2,price
-4.67540561748785,2.2506979301211008,4355
-4.564742056144215,1.7508634882610234,4800
-3.8785612679356096,3.2068372311765785,1700
-2.457286870116789,-4.509695545342701,3492
7.2460094692309465,2.966073738761318,12000
7.261444839634805,2.9307167402506926,8500
6.48836744307885,-2.16505784313004,8599
5.910997884335427,2.211320432273689,5499
6.767877349474984,-1.8001559771211428,6499
-2.958483651614831,-2.9702724856574347,5000
7.271875356047881,2.955856091369122,7049
1.8216952209127377,-5.727102547853274,7499
6.145661973971807,4.1199559344910055,11000
-2.4822306885197576,4.481472295557682,4779
6.843964897655805,-1.8413589242373354,11750
6.438453175043895,-2.155790383900559,9750
4.719157701196571,-1.4174915234764116,13500
2.436515830833456,-4.669700620664338,10000
-4.648015513536995,3.332276833789584,2772
-5.172633689347222,3.8110554914280983,3223
-5.196808471730482,3.0296987766129857,3339
4.330861462148743,-0.33767846124172113,10250
6.625541905399133,2.1675680938464876,10350
4.507355874570972,2.9298717764265807,10455
7.2483014920105875,2.862759538758507,10500
-4.6754056174878365,2.2506979301211025,4355
-4.5647420561442,1.7508634882610221,4800
-3.878561267935607,3.2068372311765936,1700
-2.4572868701167945,-4.5096955453427015,3492
7.246009469230937,2.9660737387613354,12000
7.261444839634816,2.9307167402507086,8500
5.910997884335422,2.211320432273692,5499
6.767877349474974,-1.8001559771211495,6499
-2.9584836516148365,-2.97027248565744,5000
7.271875356047901,2.9558560913691236,7049
1.8216952209127415,-5.727102547853272,7499
6.145661973971796,4.119955934491002,11000
-2.482230688519747,4.481472295557676,4779
6.438453175043899,-2.1557903839005634,9750
4.719157701196566,-1.417491523476411,13500
2.436515830833454,-4.6697006206643294,10000
-4.648015513536999,3.3322768337895874,2772
-5.172633689347222,3.8110554914281134,3223
6.625541905399101,2.167568093846488,10350
4.507355874570968,2.929871776426562,10455
7.248301492010592,2.8627595387585294,10500
4.680288095381552,-2.294216325426959,6000
-0.6132112526081304,-5.8341542256923375,5799
5.320137193607677,5.118382749113198,9000
-2.121555452827119,4.517762384846846,5200
-4.675405617487839,2.250697930121102,4355
-4.564742056144216,1.7508634882610268,4800
-3.878561267935595,3.2068372311765896,1700
7.246009469230947,2.9660737387613203,12000
7.261444839634818,2.9307167402506953,8500
6.488367443078851,-2.1650578431300374,8599
6.7678773494749835,-1.8001559771211497,6499
-2.9584836516148347,-2.97027248565744,5000
1.8216952209127437,-5.727102547853274,7499
5.910997884335423,2.211320432273692,6874
6.145661973971795,4.119955934491006,11000
-2.4822306885197447,4.481472295557673,4779
6.843964897655797,-1.8413589242373385,11750
6.4384531750439,-2.1557903839005617,9750
4.7191577011965675,-1.4174915234764078,13500
2.4365158308334505,-4.669700620664327,10000
-4.648015513537001,3.3322768337895847,2772
-5.17263368934722,3.811055491428116,3223
-5.196808471730491,3.029698776612982,3339
4.3308614621487225,-0.33767846124173,10250
6.625541905399098,2.1675680938464903,10350
4.507355874570969,2.929871776426561,10455
7.24830149201059,2.8627595387585285,10500
4.680288095381555,-2.294216325426959,6000
-0.6132112526081306,-5.83415422569234,5799
-5.408420137618682,3.692144515111526,2664
-4.564742056144217,1.7508634882610286,4800
-3.8785612679355994,3.2068372311765883,1700
-2.457286870116788,-4.509695545342708,3492
7.246009469230945,2.9660737387613207,12000
7.261444839634819,2.9307167402506957,8500
6.488367443078848,-2.1650578431300405,8599
6.767877349474979,-1.8001559771211497,6499
-2.9584836516148347,-2.9702724856574414,5000
7.271875356047902,2.955856091369126,7049
1.8216952209127415,-5.727102547853274,7499
5.910997884335424,2.2113204322736917,6874
6.145661973971793,4.1199559344910055,11000
-2.4822306885197434,4.481472295557674,4779
6.843964897655801,-1.8413589242373412,11750
-4.67540561748784,2.2506979301211016,4355
6.4384531750439,-2.1557903839005617,9750
4.719157701196568,-1.417491523476408,13500
2.43651583083345,-4.669700620664327,10000
-4.648015513537,3.332276833789583,2772
-5.196808471730493,3.0296987766129817,3339
4.3308614621487225,-0.33767846124172907,10250
6.625541905399097,2.167568093846488,10350
4.507355874570968,2.929871776426561,10455
7.248301492010589,2.8627595387585276,10500
-4.857120812846703,2.3231327975203175,3426
0.570627286772423,-5.116932783975639,4499
6.375878927397269,-2.554456084899232,10450
3.1059780136394273,-4.124138295166315,2500
5.891806512632182,3.3089142597530814,8000
6.040486867273071,3.2975547200893667,6199
3.0911404992200944,1.2787620651655853,6700
6.176221855257507,-2.517386247981326,8000
4.779067087921222,0.10586013030147146,6600
2.0208277418291223,-5.9552450939847414,3299
-3.9638851709002623,0.9160605739456271,1070
-2.3842876233747443,-5.404947489768902,2275
6.229463741161442,-2.527271537826101,7500
6.075031756029548,1.863053007674431,6099
-4.79448568275307,1.493072068601805,2399
2.495327028762558,-1.5357764138398091,6300
-2.8949296511484626,2.177058125895681,3900
-5.000641249714425,1.725714452831682,2310
2.07406962773306,-5.965130383829518,13770
-3.7560471691460173,-0.5148809441721581,3629
-4.460799970726415,1.979910899077749,1869
-3.711898474481835,-4.5272100151844965,3150
-3.84753305773288,1.1125828397133743,5654
-3.5120367786538846,-3.4445957500710116,1606
-2.6585721974588674,1.6783873395519877,1532
-4.857120812846704,2.323132797520318,3426
0.5706272867724224,-5.116932783975639,4499
6.37587892739727,-2.5544560848992317,10450
5.891806512632182,3.3089142597530823,8000
6.040486867273071,3.2975547200893667,6199
3.0911404992200935,1.278762065165585,6700
6.176221855257507,-2.517386247981326,8000
4.779067087921222,0.10586013030147139,6600
2.0208277418291227,-5.9552450939847414,3299
-2.3842876233747443,-5.404947489768902,2275
6.229463741161442,-2.5272715378261004,7500
6.075031756029548,1.8630530076744312,6099
-4.79448568275307,1.493072068601805,2399
2.4953270287625577,-1.5357764138398091,6300
3.939693314055724,2.6100706432052045,9000
-2.894929651148463,2.1770581258956816,3900
-5.000641249714425,1.725714452831682,2383
2.07406962773306,-5.965130383829518,13770
-4.460799970726415,1.9799108990777485,1869
-3.84753305773288,1.1125828397133746,5654
-3.5120367786538846,-3.4445957500710116,1606
-2.6585721974588674,1.6783873395519877,1532
-4.731741894420263,1.7423716612883624,3040
0.31151142076406,-5.6530275247651165,3325
-1.1720833861060673,-4.680973486574746,3000
-4.857120812846704,2.323132797520318,3426
0.5706272867724228,-5.116932783975639,4499
6.37587892739727,-2.5544560848992317,10450
3.1059780136394273,-4.124138295166314,2500
5.891806512632182,3.3089142597530823,8000
6.04048686727307,3.2975547200893667,6199
6.176221855257507,-2.517386247981326,8000
4.779067087921222,0.10586013030147132,6600
2.0208277418291227,-5.9552450939847414,3299
-3.9638851709002623,0.9160605739456275,1070
5.9669718808262315,3.3328648341204494,8411
-2.3842876233747443,-5.404947489768902,2275
6.229463741161442,-2.527271537826101,7500
6.075031756029548,1.8630530076744312,6099
-4.79448568275307,1.493072068601805,2399
2.4953270287625577,-1.5357764138398093,6300
3.9396933140557238,2.6100706432052045,9000
-2.894929651148463,2.1770581258956816,3900
-5.000641249714425,1.725714452831682,2310
2.07406962773306,-5.965130383829518,13770
-3.7560471691460173,-0.5148809441721584,3629
-4.460799970726415,1.9799108990777485,1869
-3.711898474481835,-4.5272100151844965,3150
-3.84753305773288,1.1125828397133746,5654
-3.5120367786538855,-3.444595750071011,1606
-4.857120812846704,2.323132797520318,3426
0.5706272867724228,-5.116932783975639,4499
6.37587892739727,-2.5544560848992317,10450
3.1059780136394273,-4.124138295166314,2500
5.891806512632182,3.3089142597530823,8000
6.04048686727307,3.2975547200893667,6199
3.0911404992200935,1.278762065165585,6700
6.176221855257507,-2.517386247981326,8000
4.779067087921222,0.10586013030147132,6600
2.0208277418291227,-5.9552450939847414,3299
-3.9638851709002605,0.9160605739456273,1070
5.966971880826232,3.3328648341204503,8411
-2.3842876233747434,-5.4049474897689,2275
6.229463741161442,-2.527271537826101,7500
6.075031756029548,1.8630530076744312,6099
-4.79448568275307,1.493072068601805,2399
2.4953270287625577,-1.5357764138398093,6300
3.9396933140557238,2.6100706432052045,9000
-5.000641249714425,1.725714452831682,2310
2.07406962773306,-5.965130383829518,13770
-3.7560471691460173,-0.5148809441721584,3629
-4.460799970726415,1.9799108990777485,1869
-3.711898474481835,-4.5272100151844965,3150
-3.84753305773288,1.1125828397133746,5654
-3.5120367786538846,-3.4445957500710116,1606
-4.857120812846704,2.323132797520318,3426
0.5706272867724228,-5.116932783975639,4499
6.37587892739727,-2.5544560848992317,10450
3.1059780136394273,-4.124138295166314,2500
5.891806512632182,3.3089142597530823,8000
6.04048686727307,3.2975547200893667,6199
3.0911404992200935,1.278762065165585,6700
6.176221855257507,-2.517386247981326,8000
4.779067087921222,0.10586013030147132,6600
2.0208277418291227,-5.9552450939847414,3299
-3.9638851709002623,0.9160605739456275,1070
5.9669718808262315,3.3328648341204494,8411
-2.3842876233747443,-5.404947489768902,2275
6.229463741161442,-2.527271537826101,7500
6.075031756029548,1.8630530076744312,6099
-4.79448568275307,1.493072068601805,2399
2.4953270287625577,-1.5357764138398093,6300
3.9396933140557238,2.6100706432052045,9000
2.07406962773306,-5.965130383829518,13770
-4.460799970726415,1.9799108990777485,1869
-3.711898474481835,-4.5272100151844965,3150
-3.5120367786538846,-3.4445957500710116,1606
-2.6585721974588674,1.6783873395519877,1532
-4.731741894420263,1.7423716612883626,3040
0.3115114207640601,-5.6530275247651165,3325
-4.76080927006784,1.9901052044006189,1616
-2.7722423441639594,2.1960205157829877,3400
4.471964401064839,-0.2826488181912905,4770
-3.5302670913155723,-4.201952663094235,3600
-3.1858657396226566,1.3062852305119739,2599
-3.562572300059932,-4.516993225287425,2500
4.459931375291487,-4.733543854321222,6396
-3.277105710416466,0.5925051480861313,2530
7.263262345233786,2.9195489046957888,4500
5.988315005831942,2.083246123179423,6650
-4.353340762319251,1.1234205719910484,2500
0.47435468067951087,-6.249375358140625,3750
4.778623458461336,3.7647024258443014,12500
-5.096963680821347,2.2225853659367623,850
-2.616626170840818,1.4142216503962772,2830
-4.878803921865895,2.2051622602499577,2599
-2.4974026231237825,0.7646665094897823,3572
4.3038138744030014,-4.607084448484509,5799
-5.0805205792057375,1.6956114953911892,1760
-2.5164020812491144,-4.612438799209735,3655
-3.455451479214423,-0.2158051546565285,3239
-2.9611746151994596,2.167696897707132,1082
6.846537459389783,-1.8472517573224432,9000
6.243489409779409,12.140674460103105,7450
-4.1689578405986065,2.1867043585074506,3630
-4.76080927006784,1.9901052044006187,1616
-2.7722423441639594,2.1960205157829877,3400
4.471964401064839,-0.2826488181912905,4770
-3.5302670913155723,-4.201952663094235,3600
-3.1858657396226566,1.3062852305119739,2599
-3.562572300059932,-4.516993225287425,2500
-3.277105710416466,0.5925051480861313,2610
7.263262345233786,2.9195489046957888,4500
5.988315005831942,2.083246123179423,6650
-4.353340762319251,1.1234205719910484,2500
0.47435468067951087,-6.249375358140625,3750
4.778623458461336,3.7647024258443014,12500
-5.096963680821347,2.2225853659367623,850
-4.878803921865895,2.205162260249957,2599
-2.497402623123783,0.7646665094897822,3572
4.3038138744030014,-4.607084448484509,5799
-5.0805205792057375,1.6956114953911892,1815
-2.5164020812491144,-4.612438799209735,3655
-3.455451479214423,-0.2158051546565285,3239
-2.9611746151994596,2.167696897707132,1082
6.846537459389783,-1.8472517573224432,9000
6.243489409779409,12.140674460103105,7450
-2.692902642205944,1.8109902105990077,1386
-4.524542354454876,1.61454569090596,1250
-1.0720839261407111,0.8541405458657383,4999
-4.76080927006784,1.9901052044006187,1823
-2.7722423441639594,2.1960205157829877,3400
4.471964401064839,-0.2826488181912905,4770
-3.5302670913155723,-4.201952663094235,3600
-3.1858657396226566,1.3062852305119739,2599
-3.562572300059932,-4.516993225287425,2500
4.459931375291487,-4.733543854321222,6396
-3.277105710416466,0.5925051480861313,2530
7.263262345233786,2.9195489046957888,4500
5.988315005831942,2.083246123179423,6650
-4.353340762319251,1.1234205719910484,2500
0.47435468067951087,-6.249375358140625,3750
4.778623458461336,3.7647024258443014,12500
-5.096963680821347,2.2225853659367623,850
-2.616626170840818,1.4142216503962772,2830
-2.4974026231237825,0.7646665094897823,3572
4.3038138744030014,-4.607084448484509,5799
-2.5164020812491144,-4.612438799209735,3655
-3.455451479214423,-0.2158051546565285,3239
-2.9611746151994596,2.167696897707132,1082
6.846537459389783,-1.8472517573224432,9000
6.243489409779409,12.140674460103105,7450
-4.1689578405986065,2.1867043585074506,3630
-2.692902642205944,1.8109902105990077,1386
-4.524542354454876,1.61454569090596,1250
-4.76080927006784,1.9901052044006187,1616
-2.7722423441639594,2.1960205157829877,3400
4.47196440106484,-0.28264881819129056,4770
-3.5302670913155723,-4.201952663094235,3600
-3.1858657396226566,1.3062852305119739,2599
-3.562572300059932,-4.516993225287425,2500
4.459931375291487,-4.733543854321222,6396
-3.277105710416466,0.5925051480861313,2530
7.263262345233786,2.9195489046957888,4500
5.988315005831942,2.083246123179423,6650
-4.353340762319251,1.1234205719910484,2500
0.47435468067951087,-6.249375358140625,3750
4.778623458461336,3.7647024258443014,12500
-5.096963680821347,2.2225853659367623,850
-2.616626170840818,1.4142216503962772,2830
-4.878803921865895,2.2051622602499577,2599
4.3038138744030014,-4.607084448484509,5799
-5.0805205792057375,1.6956114953911892,1760
-2.5164020812491144,-4.612438799209735,3655
-3.455451479214423,-0.2158051546565285,3239
-2.9611746151994596,2.167696897707132,1082
6.846537459389783,-1.8472517573224432,9000
6.243489409779409,12.140674460103105,7450
-4.1689578405986065,2.1867043585074506,3630
-2.692902642205944,1.8109902105990077,1386
-4.76080927006784,1.9901052044006187,1616
-2.7722423441639594,2.1960205157829877,3400
-3.562572300059932,-4.516993225287425,2500
-3.5302670913155723,-4.201952663094235,3600
4.471964401064839,-0.2826488181912905,4770
-3.1858657396226566,1.3062852305119739,2599
4.459931375291487,-4.733543854321222,6396
-3.277105710416466,0.5925051480861313,2530
7.263262345233786,2.9195489046957888,4500
5.988315005831942,2.083246123179423,6650
-4.353340762319251,1.1234205719910484,2500
0.47435468067951087,-6.249375358140625,3750
4.778623458461336,3.7647024258443014,12500
-5.096963680821347,2.2225853659367623,850
-2.616626170840818,1.4142216503962772,2830
-4.878803921865895,2.2051622602499577,2599
-2.497402623123783,0.7646665094897822,3572
-2.9611746151994596,2.167696897707132,1082
-5.0805205792057375,1.695611495391189,1760
-4.524542354454876,1.61454569090596,1250
-2.5164020812491144,-4.612438799209735,3655
-3.455451479214423,-0.2158051546565285,3239
-2.7138001545025703,1.9501294549364339,895
6.846537459389783,-1.8472517573224432,9000
0.5868789015675313,-6.226945918071738,3499
-4.76080927006784,1.9901052044006187,1616
-2.7722423441639594,2.1960205157829877,3400
-3.562572300059932,-4.516993225287425,2500
-3.5302670913155723,-4.201952663094235,3600
4.471964401064839,-0.2826488181912905,4770
-3.1858657396226566,1.3062852305119739,2599
4.459931375291487,-4.733543854321222,6396
-3.277105710416466,0.5925051480861313,2530
-4.353340762319251,1.1234205719910484,2500
-5.096963680821347,2.2225853659367623,850
-2.616626170840818,1.4142216503962772,2830
-2.4974026231237825,0.7646665094897823,3572
-2.9611746151994596,2.167696897707132,1082
4.3038138744030014,-4.607084448484509,5799
-5.0805205792057375,1.6956114953911892,1760
-4.524542354454876,1.61454569090596,1250
-2.5164020812491144,-4.612438799209735,3655
-3.455451479214423,-0.2158051546565285,3239
-2.7138001545025703,1.9501294549364339,895
6.846537459389783,-1.8472517573224432,9000
0.5868789015675313,-6.226945918071738,3499
-2.6316625321457345,1.8808477884166088,1307
6.243489409779409,12.140674460103105,7450
-4.1689578405986065,2.1867043585074506,3630
-4.4410615458542635,1.1072163225546785,2000
-4.76080927006784,1.9901052044006187,1616
-2.7722423441639594,2.1960205157829877,3400
-3.562572300059932,-4.516993225287425,2500
-3.1858657396226566,1.3062852305119739,2599
4.459931375291487,-4.733543854321222,6396
-3.2771057104164663,0.5925051480861311,2530
7.263262345233786,2.919548904695788,4500
5.988315005831945,2.0832461231794235,6650
-4.353340762319251,1.1234205719910484,2500
0.47435468067951087,-6.249375358140625,3750
4.778623458461336,3.7647024258443014,12500
-5.096963680821347,2.2225853659367623,850
-2.616626170840818,1.4142216503962772,2830
-4.878803921865895,2.2051622602499577,2599
-2.4974026231237825,0.7646665094897823,3572
-2.9611746151994596,2.167696897707132,1082
4.3038138744030014,-4.607084448484509,5799
-4.524542354454876,1.61454569090596,1250
-2.5164020812491144,-4.612438799209735,3655
-3.455451479214423,-0.2158051546565285,3239
-2.7138001545025703,1.9501294549364339,895
6.846537459389783,-1.8472517573224432,9000
0.5868789015675313,-6.226945918071738,3499
-2.6316625321457345,1.8808477884166088,1307
6.243489409779409,12.140674460103105,7450
-4.76080927006784,1.9901052044006187,1616
-2.7722423441639594,2.1960205157829877,3400
-3.562572300059932,-4.516993225287425,2500
-3.5302670913155723,-4.201952663094235,3600
4.471964401064839,-0.2826488181912905,4770
-3.1858657396226566,1.3062852305119739,2599
4.459931375291487,-4.733543854321222,6396
-3.277105710416466,0.5925051480861313,2530
5.988315005831942,2.083246123179423,6650
-4.353340762319251,1.1234205719910484,2500
4.778623458461336,3.7647024258443014,12500
-5.096963680821347,2.2225853659367623,850
-4.878803921865895,2.2051622602499577,2599
-2.4974026231237825,0.7646665094897823,3572
-2.9611746151994596,2.167696897707132,1082
4.3038138744030014,-4.607084448484509,5799
-4.524542354454876,1.61454569090596,1250
-2.5164020812491144,-4.612438799209735,3655
-3.455451479214423,-0.2158051546565285,3239
-2.7138001545025703,1.9501294549364339,895
6.846537459389783,-1.8472517573224432,9000
0.5868789015675308,-6.226945918071738,3499
-2.6316625321457345,1.8808477884166088,1307
6.243489409779409,12.140674460103105,7450
-4.1689578405986065,2.1867043585074506,3630
-4.76080927006784,1.9901052044006187,1616
-2.7722423441639594,2.1960205157829877,3400
4.471964401064839,-0.2826488181912905,4770
-3.5302670913155723,-4.201952663094235,3600
-3.1858657396226566,1.3062852305119739,2599
-3.562572300059932,-4.516993225287425,2500
4.459931375291487,-4.733543854321222,6396
-3.277105710416466,0.5925051480861313,2530
5.988315005831942,2.083246123179423,6650
-4.353340762319251,1.1234205719910484,2500
0.47435468067951087,-6.249375358140625,3750
4.778623458461336,3.7647024258443014,12500
-5.096963680821347,2.2225853659367623,850
-2.616626170840818,1.4142216503962772,2830
-4.878803921865895,2.2051622602499577,2599
4.3038138744030014,-4.607084448484509,5799
-2.5164020812491144,-4.612438799209735,3655
-3.455451479214423,-0.2158051546565285,3239
-2.9611746151994596,2.167696897707132,1082
6.846537459389783,-1.8472517573224432,9000
6.243489409779409,12.140674460103105,7450
-4.1689578405986065,2.1867043585074506,3630
-2.692902642205944,1.8109902105990077,1386
-4.524542354454876,1.61454569090596,1250
-3.727722435631999,1.0357243763453514,1512
-1.0354840187382346,-5.674216150012035,4500
-1.2665742302494973,-2.4057734257300187,2700
-2.978868713371233,0.40461817752676615,2650
-1.714761194468839,-3.612000339003903,2765
-2.978868713371233,0.40461817752676615,2466
-1.0535173871238208,-3.8380848173141278,4038
-2.6827871851013056,1.2824876025118814,999
-2.862628642458918,1.932767269310681,5950
-2.283158511246751,-0.7854899287584642,2160
-2.2807827693991056,0.32761731595770976,2320
-2.3123609589309084,-5.444749301091636,3900
-2.792748667209997,1.9197928263894133,1750
-4.055365428558245,1.9120919520302142,2800
-1.9182271934854298,-5.036197151449727,2500
-2.8980770365279653,2.17606239817529,1120
-1.1958450877706013,-5.910787151416991,1699
-3.9327778438522105,1.5999885662813462,2790
-3.8129169101518596,-0.02413848500494755,3800
-2.439691423266628,-0.5822809823940113,2500
-1.1925174699016088,-5.911404982032287,2200
-3.663121406512356,1.0670599604376894,2079
-2.6817818750432107,2.135903408180892,3136
-4.368729878105627,1.712929193283094,5200
-2.8658152403296384,2.275063985229143,9899
-3.727722435631999,1.0357243763453514,1512
-1.0354840187382346,-5.674216150012035,4500
-1.2665742302494973,-2.4057734257300187,2700
-2.978868713371233,0.40461817752676615,2650
-1.714761194468839,-3.612000339003903,2765
-2.978868713371233,0.40461817752676615,2466
-1.0535173871238208,-3.8380848173141278,4038
-2.6827871851013056,1.2824876025118814,999
-2.862628642458918,1.932767269310681,5950
-2.283158511246751,-0.7854899287584646,2160
-2.280782769399108,0.3276173159577094,2320
-2.312360958930908,-5.444749301091633,3900
-2.7927486672099984,1.9197928263894133,1750
-4.055365428558248,1.9120919520302149,2800
-1.9182271934854287,-5.0361971514497315,2500
-2.898077036527962,2.176062398175292,1120
-1.1958450877705995,-5.910787151416996,1699
-3.9327778438522056,1.599988566281345,2790
-3.8129169101518547,-0.024138485004947287,3800
-2.439691423266628,-0.5822809823940089,2500
-1.192517469901605,-5.911404982032289,2200
-3.663121406512358,1.0670599604376894,2079
-2.6817818750432068,2.135903408180891,3136
-4.368729878105629,1.7129291932830948,5200
-2.8658152403296384,2.275063985229143,9899
